html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,parent,child,related,successor,predecessor,nid,comments
,https://ror.org/01nbf7b95,Independent Order of Odd Fellows,active,nonprofit;funder,,Independent Order of Odd Fellows*en,IOOF*en,https://odd-fellows.org,,odd-fellows.org,1819,100011235,100011235,,,0000 0001 0739 5496,0000 0001 0739 5496,Q1425508,Q1425508,Winston-Salem,United States,4499612,,,,,,R000473,"openalex_funder_id=F4320312645; crossref_funder_doi=https://doi.org/10.13039/100011235; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=2; works_in_openalex=59; country_code=US | VERIFIED: type=nonprofit; established=1819; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id,isni; confidence=high; established_source=org_website; scope=in_scope"
,https://ror.org/049va9195,F. Widjaja Inflammatory Bowel Disease Institute,active,healthcare;funder,,F. Widjaja Inflammatory Bowel Disease Institute*en; F. Widjaja Foundation Inflammatory Bowel and Immunobiology Research Institute*en; Inflammatory Bowel and Immunobiology Research Institute*en,IBIRI*en,https://www.cedars-sinai.edu/health-sciences-university/research/departments-institutes/ibd-institute.html,,,,100015203,100015203,,,,,,,Los Angeles,United States,5368361,https://ror.org/02pammg90,,,,,R000474,openalex_funder_id=F4320333764; crossref_funder_doi=https://doi.org/10.13039/100015203; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=2; works_in_openalex=59; country_code=US | VERIFIED: type=healthcare; established=unknown; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/022gczz96,Allergan (Australia),active,company;funder,,Allergan Australia*en; Allergan Australia Pty Ltd*en,,https://www.allergan.com.au,,allergan.com.au,,100017459,100017459,,,,,,,North Sydney,Australia,2154855,https://ror.org/00wthd003,,,,,R000475,openalex_funder_id=F4320337933; crossref_funder_doi=https://doi.org/10.13039/100017459; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=2; works_in_openalex=59; country_code=AU | VERIFIED: type=company; established=unknown; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/03syfqw56,NRMA-ACT Road Safety Trust,active,funder,,NRMA-ACT Road Safety Trust*en,,,,,1992,100020361,100020361,,,,,,,Canberra,Australia,2172517,,,https://ror.org/03fy7b149,,,R000476,"openalex_funder_id=F4320319713; crossref_funder_doi=https://doi.org/10.13039/100020361; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=59; country_code=AU | VERIFIED: type=funder; established=1992; keep_alias=False; affiliation_usage=crossref_exact; website=dead; ids=; confidence=high; established_source=org_website; adversarial_change=Audited every pass-1 claim against its cited source (all held: ABR identity, archived homepage year/establishment, contact-page Canberra, dead/squatted domain, GeoNames id, ROR no-duplicate). Two changes: added a sourced 'related' relationship to ACT Government (https://ror.org/03fy7b149, id verified to resolve, evidence on the Trust's own archived homepage), and upgraded affiliation_usage from none_found to crossref_exact after my own Crossref affiliation search found the Trust's name on a trust-funded ANU chair affiliation.; scope=in_scope; adversarial_overturned=relationships,affiliation_usage"
,https://ror.org/04ermfw88,Hibernia Management and Development Company (Canada),active,company;funder,Hibernia Management and Development Company Ltd.*en,Hibernia Management and Development Company*en,HMDC*en,https://www.hibernia.ca/,,hibernia.ca,1988,501100018741,501100018741,,,,,,,St. John's,Canada,6324733,,,,,,R000477,"openalex_funder_id=F4320329975; crossref_funder_doi=https://doi.org/10.13039/501100018741; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=59; country_code=CA | VERIFIED: type=company; established=1988; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=labels,keep_alias,alias_values,alias_reason"
,https://ror.org/015nek645,Uttar Pradesh University of Medical Sciences,active,education;funder,U.P. Rural Institute of Medical Sciences and Research*en; UP Rural Institute of Medical Sciences & Research*en,Uttar Pradesh University of Medical Sciences*en; उत्तर प्रदेश आयुर्विज्ञान विश्वविद्यालय*hi,UPUMS*en,https://www.upums.ac.in,,upums.ac.in,2005,501100019903,501100019903,,,,,Q23808450,Q23808450,Saifai,India,12683065,,,,,,R000478,"openalex_funder_id=F4320330615; crossref_funder_doi=https://doi.org/10.13039/501100019903; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=59; country_code=IN | VERIFIED: type=education; established=2005; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope; adversarial_overturned=labels,keep_alias,alias_values,alias_reason"
,https://ror.org/02yjmtx54,Fondazione Istituto Europeo di Oncologia e Centro Cardiologico Monzino,active,funder,,Fondazione Istituto Europeo di Oncologia e Centro Cardiologico Monzino*it; Fondazione IEO-CCM*it; Fondazione IEO-Monzino ETS*it; IEO-CCM Foundation*en,IEO-CCM*it,https://www.fondazioneieomonzino.it/,,fondazioneieomonzino.it,1994,100018430,100018430,,,,,,,Milan,Italy,3173435,,,https://ror.org/02vr0ne26; https://ror.org/006pq9r08,,,R000479,"openalex_funder_id=F4320318178; crossref_funder_doi=https://doi.org/10.13039/100018430; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=13; works_in_openalex=58; country_code=IT | VERIFIED: type=funder; established=1992; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=other_source; adversarial_change=website_status corrected from unreachable to correct: my fetch of https://www.fondazioneieomonzino.it/ returned HTTP 200 with the foundation's own content, while pass 1 had seen a transient 403; all other fields adopted after re-verifying each cited source (Crossref registry, GLEIF, Monzino foundation page) and independently re-running the ROR name/domain searches, the Crossref affiliation check, and the GeoNames lookup.; scope=in_scope; adversarial_overturned=website_status"
,https://ror.org/02dcnbd04,Fondation Novartis Consumer Health,active,funder,,Fondation Novartis Consumer Health*fr; Novartis Consumer Health Foundation*en,,,,,,501100012653,501100012653,,,,,,,Nyon,Switzerland,2659422,,,,,,R000480,"openalex_funder_id=F4320327715; crossref_funder_doi=https://doi.org/10.13039/501100012653; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=3; works_in_openalex=58; country_code=CH | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=; confidence=medium; established_source=not_found; scope=in_scope; adversarial_overturned=city,geonames_id"
,https://ror.org/047rq5z97,Warren Y. Soper Charitable Trust,active,funder;nonprofit,,Warren Y. Soper Charitable Trust*en,,,,,,501100018851,501100018851,,,,,,,Oakville,Canada,6092122,,,,,,R000481,openalex_funder_id=F4320330063; crossref_funder_doi=https://doi.org/10.13039/501100018851; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=2; works_in_openalex=58; country_code=CA | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/010p9e624,Vereniging Diervoederonderzoek Nederland,active,funder,,Vereniging Diervoederonderzoek Nederland*nl,VDN*nl,https://diervoederonderzoek.nl/,,diervoederonderzoek.nl,2014,501100023407,501100023407,,,,,,,Zoetermeer,The Netherlands,2743856,,,,,,R000483,openalex_funder_id=F4320332116; crossref_funder_doi=https://doi.org/10.13039/501100023407; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=58; country_code=NL | VERIFIED: type=funder; established=2014; keep_alias=False; affiliation_usage=publications_doi; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/00e2mc703,Ziering Family Foundation,active,funder,,Ziering Family Foundation*en,,,,,,100009669,100009669,,,,,Q45131863,Q45131863,Los Angeles,United States,5368361,,,,,,R000484,openalex_funder_id=F4320311439; crossref_funder_doi=https://doi.org/10.13039/100009669; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=58; country_code=US | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=wikidata_id; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/00jpg3216,Champlain Local Health Integration Network,inactive,government;funder,Champlain LHIN*en,Champlain Local Health Integration Network*en; Réseau local d’intégration des services de santé de Champlain*fr,,,,,2005,100012448,100012448,,,,,,,Ottawa,Canada,6094817,,,,https://ror.org/05p06r142,,R000485,openalex_funder_id=F4320313544; crossref_funder_doi=https://doi.org/10.13039/100012448; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=58; country_code=CA | VERIFIED: type=government; established=2005; keep_alias=True; affiliation_usage=publications_doi; website=dead; ids=; confidence=high; established_source=other_source; scope=in_scope
,https://ror.org/05bwwxj82,Cotswold Foundation,active,funder,,Cotswold Foundation*en; The Cotswold Foundation*en,,,,,,100018535,100018535,,,,,,,Bryn Mawr,United States,5182064,,,,,,R000487,openalex_funder_id=F4320318266; crossref_funder_doi=https://doi.org/10.13039/100018535; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=5; works_in_openalex=57; country_code=US | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=not_found; scope=in_scope
,https://ror.org/0404abf42,Stiftung für Leberkrankheiten,active,funder,,Stiftung für Leberkrankheiten*de; Schweizerische Stiftung für Leberkrankheiten*de; Swissliver*en,,https://swissliver.ch,,swissliver.ch,1985,100018381,100018381,,,,,,,Bern,Switzerland,2661552,,,,,,R000488,openalex_funder_id=F4320318140; crossref_funder_doi=https://doi.org/10.13039/100018381; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=2; works_in_openalex=57; country_code=CH | VERIFIED: type=funder; established=1985; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/01m8sjt43,Agrigenetics Research Associates,active,funder,,Agrigenetics Research Associates*en; Agrigenetics Research Associates Ltd.*en,ARA*en,,,,,100007662,100007662,,,,,,,,United States,6252001,,,,,,R000489,openalex_funder_id=F4320309977; crossref_funder_doi=https://doi.org/10.13039/100007662; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=57; country_code=US | VERIFIED: type=funder; established=unknown; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=medium; established_source=not_found; scope=in_scope
,https://ror.org/047fbd880,Recall Foundation,active,funder,,"Recall Foundation*en; Recall Foundation, Inc.*en; Extendicare Foundation*en; Extendicare Foundation, Inc.*en",,,,,1986,100002082,100002082,,,,,Q45132351,Q45132351,Milwaukee,United States,5263045,,,,,,R000491,openalex_funder_id=F4320306946; crossref_funder_doi=https://doi.org/10.13039/100002082; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=57; country_code=US | VERIFIED: type=funder; established=1986; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=wikidata_id; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/03g5npx26,Tarveda Therapeutics (United States),active,company;funder,"Tarveda Therapeutics, Inc.*en; Blend Therapeutics*en",Tarveda Therapeutics*en,,,,,2011,100018144,100018144,,,,,Q140609244,Q140609244,Watertown,United States,4954611,,,,,,R000492,openalex_funder_id=F4320317939; crossref_funder_doi=https://doi.org/10.13039/100018144; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=57; country_code=US | VERIFIED: type=company; established=2011; keep_alias=True; affiliation_usage=crossref_exact; website=dead; ids=wikidata_id; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/00jtd8b17,Agnes og Poul Friis Fond,active,funder,,Agnes og Poul Friis Fond*da,,,,,1987,100009512,100009512,,,,,Q45132828,Q45132828,Copenhagen,Denmark,2618425,,,,,,R000494,openalex_funder_id=F4320311316; crossref_funder_doi=https://doi.org/10.13039/100009512; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=24; works_in_openalex=56; country_code=DK | VERIFIED: type=funder; established=1987; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=wikidata_id; confidence=high; established_source=other_source; scope=in_scope; adversarial_overturned=alias_reason
,https://ror.org/05pkaa409,Nanjing Vocational Institute of Transport Technology,active,education;funder,Nanjing Communications Institute of Technology*en,Nanjing Vocational Institute of Transport Technology*en; 南京交通职业技术学院*zh,,http://www.njitt.edu.cn/,,njitt.edu.cn,1953,501100016342,501100016342,,,0000 0004 1762 3693,0000 0004 1762 3693,Q10906650,Q10906650,Nanjing,China,1799962,,,,,,R000495,"openalex_funder_id=F4320329529; crossref_funder_doi=https://doi.org/10.13039/501100016342; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=7; works_in_openalex=56; country_code=CN | VERIFIED: type=education; established=1953; keep_alias=True; affiliation_usage=crossref_exact; website=replaced; ids=wikidata_id,isni; confidence=high; established_source=wikipedia; scope=in_scope; adversarial_overturned=keep_alias,alias_values"
,https://ror.org/02375gf80,Ferring Research Institute (United States),active,company;funder,"Ferring Research Institute, Inc.*en",Ferring Research Institute*en,FRI*en,https://www.ferring-research.com,,ferring-research.com,1996,501100016930,501100016930,,,,,,,San Diego,United States,5391811,https://ror.org/031zfq432,,,,,R000496,openalex_funder_id=F4320336492; crossref_funder_doi=https://doi.org/10.13039/501100016930; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=5; works_in_openalex=56; country_code=US | VERIFIED: type=company; established=1996; keep_alias=True; affiliation_usage=crossref_exact; website=dead; ids=; confidence=high; established_source=other_source; scope=in_scope
,https://ror.org/02zrkaq39,Nebraska Wheat Board,active,government;funder,,Nebraska Wheat Board*en; Nebraska Wheat*en,NWB*en,https://nebraskawheat.gov,,nebraskawheat.gov,1955,100018068,100018068,,,,,,,Lincoln,United States,5072006,,,,,,R000497,openalex_funder_id=F4320317888; crossref_funder_doi=https://doi.org/10.13039/100018068; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=3; works_in_openalex=56; country_code=US | VERIFIED: type=government; established=1955; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/037f1px88,Collectivité Territoriale de Guyane,active,government;funder,Région Guyane*fr,Collectivité Territoriale de Guyane*fr,CTG*fr,https://www.ctguyane.fr,,ctguyane.fr,2015,501100010094,501100010094,,,,,Q124156179,Q124156179,Cayenne,French Guiana,3382160,,,,,,R000500,"openalex_funder_id=F4320326226; crossref_funder_doi=https://doi.org/10.13039/501100010094; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=4; works_in_openalex=55; country_code=GF | VERIFIED: type=government; established=2015; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=national_registry; scope=in_scope; adversarial_overturned=labels,keep_alias,alias_values,alias_reason"
,https://ror.org/02damr498,Hermann Eye Fund,active,funder,,Hermann Eye Fund*en,,,,,1981,100015159,100015159,,,,,,,Houston,United States,4699066,,,,,,R000501,openalex_funder_id=F4320315613; crossref_funder_doi=https://doi.org/10.13039/100015159; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=2; works_in_openalex=55; country_code=US | VERIFIED: type=funder; established=1981; keep_alias=False; affiliation_usage=crossref_exact; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/02gw8jj02,AMVETS,active,nonprofit;funder,,AMVETS*en; American Veterans*en,,https://amvets.org,,amvets.org,1944,100016197,100016197,,,,,Q2819279,Q2819279,Washington,United States,5218069,,,,,,R000502,openalex_funder_id=F4320316422; crossref_funder_doi=https://doi.org/10.13039/100016197; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=2; works_in_openalex=55; country_code=US | VERIFIED: type=nonprofit; established=1944; keep_alias=False; affiliation_usage=openalex_alt_name; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/03ywz4d08,Beijing Logistics Informatics Research Base,active,facility;funder,,Beijing Logistics Informatics Research Base*en; 北京物流信息学研究基地*zh,,,,,2014,100017135,100017135,,,,,,,Beijing,China,1816670,,,https://ror.org/01yj56c84,,,R000503,"openalex_funder_id=F4320317144; crossref_funder_doi=https://doi.org/10.13039/100017135; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=2; works_in_openalex=55; country_code=CN | VERIFIED: type=facility; established=2014; keep_alias=False; affiliation_usage=crossref_exact; website=not_checked; ids=; confidence=medium; established_source=other_source; adversarial_change=Overturned the scope verdict from subunit (parent Beijing Jiaotong University) to in_scope, and completed the record from scratch: official_name 'Beijing Logistics Informatics Research Base' with two attested zh labels, established 2014 (founding, from the archived BJTU page), ror_type facility (funder alongside), city Beijing / GeoNames 1816670, affiliation_usage crossref_exact, dup_verdict no_candidates after fresh ROR and Wikidata searches, and a sourced 'related' edge to BJTU rather than a parent edge. Driver: ROR precedent https://ror.org/017wgfe35 mints the identical class of Beijing municipal research base standalone, and this base carries its own standalone author affiliation. Website and website_status left empty/not_checked because the base has no site of its own and the available page belongs to the host school.; scope=in_scope; adversarial_overturned=scope.verdict,scope.parent,official_name,labels,affiliation_usage,established,established_basis,established_source,ror_type,city,geonames_id,relationships"
,https://ror.org/0567zyg14,Curing Kids Cancer,active,funder,,Curing Kids Cancer*en,CKC*en,https://curingkidscancer.org,,curingkidscancer.org,2005,100016615,100016615,,,,,,,Irving,United States,4700168,,,,,,R000504,openalex_funder_id=F4320316725; crossref_funder_doi=https://doi.org/10.13039/100016615; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=55; country_code=US | VERIFIED: type=funder; established=2005; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/05jx67g66,Heart Care Foundation of India,active,nonprofit;funder,,Heart Care Foundation of India*en,HCFI*en,,,,1986,100018589,100018589,,,,,,,New Delhi,India,1261481,,,,,,R000505,openalex_funder_id=F4320318313; crossref_funder_doi=https://doi.org/10.13039/100018589; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=55; country_code=IN | VERIFIED: type=nonprofit; established=1986; keep_alias=False; affiliation_usage=none_found; website=dead; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/03da9j631,Carraresi Foundation,active,funder,,Carraresi Foundation*en,,,,,,501100019265,501100019265,,,,,,,Vancouver,Canada,6173331,,,,,,R000506,"openalex_funder_id=F4320330308; crossref_funder_doi=https://doi.org/10.13039/501100019265; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=11; works_in_openalex=54; country_code=CA | VERIFIED: type=funder; established=1991; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=wikidata_id,isni; confidence=high; established_source=national_registry; scope=in_scope"
,https://ror.org/018nb4w08,Defence Innovation Network,active,funder,,Defence Innovation Network*en; NSW Defence Innovation Network*en,DIN*en,https://defenceinnovationnetwork.com/,,defenceinnovationnetwork.com,2017,501100021670,501100021670,,,,,,,Sydney,Australia,2147714,,,https://ror.org/03f0f6041,,,R000507,openalex_funder_id=F4320331403; crossref_funder_doi=https://doi.org/10.13039/501100021670; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=6; works_in_openalex=54; country_code=AU | VERIFIED: type=funder; established=2017; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/021h4we57,Jan Dekker Stichting,active,funder,Jan Dekker-Stichting*nl,Jan Dekker Stichting*nl,,,,,,100020242,100020242,,,,,,,Leerdam,The Netherlands,2751808,,,,,,R000508,"openalex_funder_id=F4320319617; crossref_funder_doi=https://doi.org/10.13039/100020242; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=54; country_code=NL | VERIFIED: type=funder; established=unknown; keep_alias=True; affiliation_usage=publications_doi; website=not_checked; ids=; confidence=medium; established_source=not_found; scope=in_scope; adversarial_overturned=city,geonames_id,keep_alias,alias_values,alias_reason"
,https://ror.org/028vsy314,Bozhou University,active,education;funder,,Bozhou University*en; 亳州学院*zh,,https://www.bzuu.edu.cn/,,bzuu.edu.cn,1909,501100020444,501100020444,,,,,Q112676519,Q112676519,Bozhou,China,1816234,,,,,,R000509,openalex_funder_id=F4320330919; crossref_funder_doi=https://doi.org/10.13039/501100020444; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=14; works_in_openalex=53; country_code=CN | VERIFIED: type=education; established=1909; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; adversarial_change=Overturned established 2016 -> 1909 (the institution's own charter claims the 1909 founding and puts 1909 in its badge; ROR peer upgraded colleges carry earliest-predecessor years). All other pass-1 values re-verified independently and adopted; dup_verdict no_candidates re-derived from fresh ROR name/domain/predecessor searches.; scope=in_scope; adversarial_overturned=established
,https://ror.org/0448px924,Alibaba DAMO Academy (China),active,company;funder,,"Alibaba DAMO Academy*en; DAMO Academy*en; Academy for Discovery, Adventure, Momentum and Outlook*en; 阿里巴巴达摩院*zh; 达摩院*zh",,https://damo.alibaba.com,,,2017,100017489,100017489,,,,,Q74096947,Q74096947,Hangzhou,China,1808926,https://ror.org/00k642b80,,,,,R000510,openalex_funder_id=F4320317417; crossref_funder_doi=https://doi.org/10.13039/100017489; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=53; country_code=CN | VERIFIED: type=company; established=2017; keep_alias=False; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id; confidence=high; established_source=wikipedia; scope=in_scope
,https://ror.org/03z6gyq64,National Alcohol Beverage Control Association,active,nonprofit;funder,,National Alcohol Beverage Control Association*en,NABCA*en,https://www.nabca.org,,nabca.org,1938,100017568,100017568,,,,,Q6970271,Q6970271,Arlington,United States,4744709,,,,,,R000511,openalex_funder_id=F4320317470; crossref_funder_doi=https://doi.org/10.13039/100017568; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=53; country_code=US | VERIFIED: type=nonprofit; established=1938; keep_alias=False; affiliation_usage=none_found; website=correct; ids=wikidata_id; confidence=high; established_source=org_website; scope=in_scope; adversarial_overturned=notes
,https://ror.org/03jq82a98,Unidel Foundation,active,funder,,Unidel Foundation*en,,,,,1939,100020159,100020159,,,,,,,Greenville,United States,4142766,,,https://ror.org/01sbq1a82,,,R000513,openalex_funder_id=F4320319541; crossref_funder_doi=https://doi.org/10.13039/100020159; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=3; works_in_openalex=52; country_code=US | VERIFIED: type=funder; established=1939; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=wikipedia; scope=in_scope
,https://ror.org/037mvqb81,Department of Tourism and Culture,active,government;funder,,Department of Tourism and Culture*en,,https://dtc.nt.gov.au/,,dtc.nt.gov.au,2016,501100012039,501100012039,,,,,,,Darwin,Australia,2073124,https://ror.org/01537wn74,,,,,R000514,"openalex_funder_id=F4320327443; crossref_funder_doi=https://doi.org/10.13039/501100012039; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=3; works_in_openalex=52; country_code=AU | VERIFIED: type=government; established=2016; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=other_source; adversarial_change=Overturned established (null -> 2016, founding, other_source) using the SEEK employer profile found via web search, which pass 1 could not reach (nt.gov.au 403s, Wayback 429); re-tagged both labels lang """" -> ""en"" per the schema (English forms are not romanizations) matching ROR's own sibling record. Everything else adopted after independent re-verification: scope (sibling-mint pattern on 050q16438/01537wn74), duplicate rejection (name search, successor-name search, dtc.nt.gov.au domain probe, parent's 8 children enumerated), parent and successor edges, ror_type, country, city/geonames via my one GeoNames call, and affiliation_usage via a fresh Crossref works query.; scope=in_scope; adversarial_overturned=established,established_basis,established_source,labels"
,https://ror.org/02d2p2k51,International Spinal Cord Society,active,nonprofit;funder,International Medical Society of Paraplegia*en,International Spinal Cord Society*en,ISCoS*en,https://www.iscos.org.uk,,iscos.org.uk,1961,100011060,100011060,,,0000 0001 0703 376X,0000 0001 0703 376X,Q1423864,Q1423864,Aylesbury,United Kingdom,2656719,,,,,,R000515,"openalex_funder_id=F4320312549; crossref_funder_doi=https://doi.org/10.13039/100011060; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=1; works_in_openalex=52; country_code=GB | VERIFIED: type=nonprofit; established=1961; keep_alias=True; affiliation_usage=crossref_exact; website=correct; ids=wikidata_id,isni; confidence=high; established_source=wikipedia; scope=in_scope; adversarial_overturned=labels,keep_alias,alias_values,alias_reason"
,https://ror.org/048wew317,Ross Trust,active,funder,,Ross Trust*en; The Ross Trust*en; The R E Ross Trust*en,,https://www.rosstrust.org.au/,,rosstrust.org.au,1970,501100022986,501100022986,,,,,,,Melbourne,Australia,2158177,,,,,,R000516,openalex_funder_id=F4320331982; crossref_funder_doi=https://doi.org/10.13039/501100022986; openalex_priority=B; openalex_type_guess=fund/foundation; awards_in_openalex=1; works_in_openalex=52; country_code=AU | VERIFIED: type=funder; established=1970; keep_alias=False; affiliation_usage=none_found; website=correct; ids=; confidence=high; established_source=org_website; scope=in_scope
,https://ror.org/055bnz753,Association Anne de Bretagne Génétique,active,funder;nonprofit,,Association Anne de Bretagne Génétique*fr,,,,,2000,100007371,100007371,,,,,Q45132402,Q45132402,Nantes,France,2990969,,,,,,R000517,openalex_funder_id=F4320309730; crossref_funder_doi=https://doi.org/10.13039/100007371; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=52; country_code=FR | VERIFIED: type=funder; established=2000; keep_alias=False; affiliation_usage=publications_doi; website=not_checked; ids=wikidata_id; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/03jqbyb25,Philecology Foundation,active,funder,The Philecology Foundation*en,Philecology Foundation*en,,,,,2007,100016440,100016440,,,,,,,Fort Worth,United States,4691930,,,,,,R000518,openalex_funder_id=F4320316617; crossref_funder_doi=https://doi.org/10.13039/100016440; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=52; country_code=US | VERIFIED: type=funder; established=2007; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=national_registry; scope=in_scope
,https://ror.org/05cdjyn90,Jarislowsky Foundation,active,funder,,Jarislowsky Foundation*en; The Jarislowsky Foundation*en; La Fondation Jarislowsky*fr,,,,,1991,501100020375,501100020375,,,,,,,Montreal,Canada,6077243,,,,,,R000519,"openalex_funder_id=F4320330851; crossref_funder_doi=https://doi.org/10.13039/501100020375; openalex_priority=B; openalex_type_guess=organisation; awards_in_openalex=0; works_in_openalex=52; country_code=CA | VERIFIED: type=funder; established=1991; keep_alias=False; affiliation_usage=none_found; website=not_checked; ids=; confidence=high; established_source=other_source; adversarial_change=Added established=1991 (founding, other_source) from the Smart Prosperity Institute funder profile, which pass 1 had left null; independently re-verified scope (in_scope), no_candidates dup verdict, ror_type funder, country Canada, city Montreal, geonames 6077243 and the empty alias/affiliation verdicts from my own fetches (Crossref funder API, OpenAlex, ROR v2, GeoNames, Crossref works); flagged pass 1's CRA open-data evidence as unreachable-this-pass rather than adopting its claims.; scope=in_scope; adversarial_overturned=established,established_basis,established_source"
