html_url,id,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id,NID
,https://ror.org/05kf0fr54,Suzuka Kaisei Hospital*en,active,healthcare,,Suzuka Kaisei Hospital*en;社会医療法人峰和会鈴鹿回生病院*ja,,http://www.kaiseihp.com,,kaiseihp.com,,,,,,,,,,Suzuka,Japan,1851348,NID201200834526402
,https://ror.org/01dxv6p09,Japan Water Research Center*en,active,nonprofit,水道技術研究センター*ja,Japan Water Research Center*en;公益財団法人水道技術研究センター*ja,,https://www.jwrc-net.or.jp,,jwrc-net.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200382642858
,https://ror.org/054kjfv40,Yamanashi Prefectural Government*en,active,government,,Yamanashi Prefectural Government*en;山梨県庁*ja,,https://www.pref.yamanashi.jp,,pref.yamanashi.jp,,,,,,,,,,Kofu,Japan,1859100,NID201200290046102
,https://ror.org/00n1gz317,Tokyo Kasei Junior College*en,active,education,Tokyo Kasei Daigaku Tanki Daigakubu*ja;トウキョウ カセイ ダイガク タンキ ダイガクブ*ja,Tokyo Kasei Junior College*en;東京家政大学短期大学部*ja,,https://www.tokyo-kasei.ac.jp/academics/junior_college/index.html,,,,,,,,,,,,Tokyo,Japan,1850147,NID201200760774078
,https://ror.org/00x62xy97,The Land Institute of Japan*en,active,facility,土地総合研究所*ja;Land Institute of Japan*en,The Land Institute of Japan*en;一般財団法人土地総合研究所*ja,,https://www.lij.jp,,lij.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200129239095
,https://ror.org/0128bs295,Inazawa Municipal Hospital*en,active,healthcare,Inazawa Shimin Byoin*ja;イナザワ シミン ビョウイン*ja,Inazawa Municipal Hospital*en;稲沢市民病院*ja,,https://www.inazawa-hospital.jp,,inazawa-hospital.jp,,,,,,,,,,Inazawa,Japan,1861602,NID201200002654164
,https://ror.org/016r0x448,Mie Prefecture Fisheries Research Institute*en,active,facility,Mieken Suisan Kenkyujo*ja;ミエケン スイサン ケンキュウジョ*ja,Mie Prefecture Fisheries Research Institute*en;三重県水産研究所*ja,,https://www.pref.mie.lg.jp/suigi/hp/,,,,,,,,,,,,Shima,Japan,1852481,NID201200830128091
,https://ror.org/03dq5hx50,Chutoen General Medical Center*en,active,healthcare,,Chutoen General Medical Center*en;掛川市・袋井市病院企業団立中東遠総合医療センター*ja,,https://www.chutoen-hp.shizuoka.jp,,chutoen-hp.shizuoka.jp,,,,,,,,,,Kakegawa,Japan,1860728,NID201200563271082
,https://ror.org/03e1qkx04,Yamagata Prefectural Forest Research and Instruction Center*en,active,facility,ヤマガタケン シンリン ケンキュウ ケンシュウ センター*ja;Yamagataken Shinrin Kenkyu Kenshu Senta*ja,Yamagata Prefectural Forest Research and Instruction Center*en;山形県森林研究研修センター*ja,,https://www.pref.yamagata.jp/sangyo/nourinsuisangyou/ringyo/142003/index.html,,,,,,,,,,,,Sagae,Japan,2111248,NID201200104439607
,https://ror.org/02fc7c239,Tsushima City Hospital*en,active,healthcare,,Tsushima City Hospital*en;津島市民病院*ja,,http://www.tsushimacity-hp.jp,,tsushimacity-hp.jp,,,,,,,,,,Tsushima,Japan,1849539,NID201200745933078
,https://ror.org/02mn89d43,Nishio Municipal Hospital*en,active,healthcare,Nishio Shimin Byoin*ja;ニシオ シミン ビョウイン*ja,Nishio Municipal Hospital*en;西尾市民病院*ja,,https://hospital.city.nishio.aichi.jp,,hospital.city.nishio.aichi.jp,,,,,,,,,,Nishio,Japan,1855189,NID201200576391056
,https://ror.org/02tzt1z19,The Institute of Electrical Engineers of Japan*en,active,nonprofit,Institute of Electrical Engineers of Japan*en,The Institute of Electrical Engineers of Japan*en;一般社団法人電気学会*ja,,https://www.iee.jp,,iee.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200043885839
,https://ror.org/00vc3qb55,Japan Power Engineering and Inspection Corporation*en,active,nonprofit,発電設備技術検査協会*ja,Japan Power Engineering and Inspection Corporation*en;一般財団法人発電設備技術検査協会*ja,,https://japeic.or.jp,,japeic.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200421116252
,https://ror.org/01p6f7g83,SAITAMA SEKISHINKAI Hospital*en,active,healthcare,,SAITAMA SEKISHINKAI Hospital*en;社会医療法人財団石心会埼玉石心会病院*ja,,https://saitama-sekishinkai.jp,,saitama-sekishinkai.jp,,,,,,,,,,Sayama,Japan,1907146,NID201200385990330
,https://ror.org/057p7sf36,Japan Testing Center for Construction Materials*en,active,facility,建材試験センター*ja,Japan Testing Center for Construction Materials*en;一般財団法人建材試験センター*ja,,https://www.jtccm.or.jp,,jtccm.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200411929736
,https://ror.org/03rzv1186,Tagawa Municipal Hospital*en,active,healthcare,,Tagawa Municipal Hospital*en;田川市立病院*ja,,http://hospital.city.tagawa.fukuoka.jp,,hospital.city.tagawa.fukuoka.jp,,,,,,,,,,Tagawa,Japan,1851273,NID201200779203367
,https://ror.org/015xqjq34,Yokohama Brain and Spine Center*en,active,healthcare,,Yokohama Brain and Spine Center*en;横浜市立脳卒中・神経脊椎センター*ja,,https://www.city.yokohama.lg.jp/kenko-iryo-fukushi/kenko-iryo/byoin/ybsc/,,,,,,,,,,,,Yokohama,Japan,1848354,NID201200636191196
,https://ror.org/00ye93n57,Yoka Hospital*en,active,healthcare,,Yoka Hospital*en;公立八鹿病院*ja,,http://www.hosp.yoka.hyogo.jp,,hosp.yoka.hyogo.jp,,,,,,,,,,Yabu,Japan,1848852,NID201200413281953
,https://ror.org/04tq97318,"Society of Environmental Science, Japan*en",active,nonprofit,,"Society of Environmental Science, Japan*en;公益社団法人環境科学会*ja",,https://www.ses.or.jp,,ses.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200326074945
,https://ror.org/014d2dj78,Yamaguchi Prefectural Agriculture and Forestry General Technology Center*en,active,facility,Yamaguchiken Norin Sogo Gijutsu Senta*ja;ヤマグチケン ノウリン ソウゴウ ギジュツ センター*ja,Yamaguchi Prefectural Agriculture and Forestry General Technology Center*en;山口県農林総合技術センター*ja,,https://www.pref.yamaguchi.lg.jp/soshiki/122/,,,,,,,,,,,,Hofu,Japan,1862302,NID201200535434824
,https://ror.org/0208kvs35,Nagoya Public Institute of Medicine*en,active,facility,名古屋公衆医学研究所*ja,Nagoya Public Institute of Medicine*en;一般財団法人名古屋公衆医学研究所*ja,,https://www.meikoui.or.jp,,meikoui.or.jp,,,,,,,,,,Nagoya,Japan,1856057,NID201200477143253
,https://ror.org/013qjyp86,Industrial Technology Center of Tochigi Prefecture*en,active,facility,Tochigiken Sangyo Gijutsu Senta*ja;トチギケン サンギョウ ギジュツ センター*ja,Industrial Technology Center of Tochigi Prefecture*en;栃木県産業技術センター*ja,,https://iri.pref.tochigi.lg.jp,,iri.pref.tochigi.lg.jp,,,,,,,,,,Utsunomiya,Japan,1849053,NID201200856921900
,https://ror.org/007ag2e14,Fujieda Heisei Memorial Hospital*en,active,healthcare,,Fujieda Heisei Memorial Hospital*en;医療法人社団平成会藤枝平成記念病院*ja,,https://heiseihp.com,,heiseihp.com,,,,,,,,,,Fujieda,Japan,1864132,NID201200473539269
,https://ror.org/037teva93,Manufacturing Science and Technology Center*en,active,facility,製造科学技術センター*ja,Manufacturing Science and Technology Center*en;一般財団法人製造科学技術センター*ja,,https://www.mstc.or.jp,,mstc.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200766857054
,https://ror.org/028hemt13,Tokiwa Junior College*en,active,education,,Tokiwa Junior College*en;常磐短期大学*ja,,https://www.tokiwa.ac.jp,,,,,,,,,,,,Mito,Japan,2111901,NID201200390171135
,https://ror.org/047mtdf33,Agency for Natural Resources and Energy*en,active,government,シゲン エネルギーチョウ*ja;Shigen Enerugicho*ja,Agency for Natural Resources and Energy*en;資源エネルギー庁*ja,,https://www.enecho.meti.go.jp,,enecho.meti.go.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200615081214
,https://ror.org/04v440f32,Konan Medical Center*en,active,healthcare,甲南病院*ja;Konan Hospital*en,Konan Medical Center*en;公益財団法人甲南会甲南医療センター*ja,,https://kohnan.or.jp/kohnan/,,,,,,,,,,,,Kobe,Japan,1859171,NID201200454896826
,https://ror.org/05m88m864,Yonezawa City Hospital*en,active,healthcare,Yonezawa Shiritsu Byoin*ja;ヨネザワ シリツ ビョウイン*ja,Yonezawa City Hospital*en;米沢市立病院*ja,,https://yonezawa-city-hospital.jp,,yonezawa-city-hospital.jp,,,,,,,,,,Yonezawa,Japan,2110498,NID201200020253428
,https://ror.org/038wr0v37,Tottori Institute of Industrial Technology*en,active,facility,鳥取県産業技術センター*ja,Tottori Institute of Industrial Technology*en;地方独立行政法人鳥取県産業技術センター*ja,,https://tiit.or.jp,,tiit.or.jp,,,,,,,,,,Tottori,Japan,1849892,NID201200735196269
,https://ror.org/026hasc65,Shinbeppu Hospital*en,active,healthcare,,Shinbeppu Hospital*en;国家公務員共済組合連合会新別府病院*ja,,https://sbh.kkr.or.jp,,sbh.kkr.or.jp,,,,,,,,,,Beppu,Japan,1864750,NID201200950628291
,https://ror.org/03wjngf63,Ibaraki Prefectural Institute of Public Health*en,active,facility,Ibarakiken Eisei Kenkyujo*ja;イバラキケン エイセイ ケンキュウジョ*ja,Ibaraki Prefectural Institute of Public Health*en;茨城県衛生研究所*ja,,https://www.pref.ibaraki.jp/soshiki/hokenfukushi/eiken/index.html,,,,,,,,,,,,Mito,Japan,2111901,NID201200450336416
,https://ror.org/04100x327,Gifu Prefectural Agricultural Technology Center*en,active,facility,Gifuken Nogyo Gijutsu Senta*ja;ギフケン ノウギョウ ギジュツ センター*ja,Gifu Prefectural Agricultural Technology Center*en;岐阜県農業技術センター*ja,,https://www.g-agri.rd.pref.gifu.lg.jp,,g-agri.rd.pref.gifu.lg.jp,,,,,,,,,,Gifu,Japan,1863641,NID201200824649351
,https://ror.org/029yr5c74,Kagawa Prefectural Agricultural Experiment Station*en,active,facility,Kagawaken Nogyo Shikenjo*ja;カガワケン ノウギョウ シケンジョウ*ja,Kagawa Prefectural Agricultural Experiment Station*en;香川県農業試験場*ja,,https://www.pref.kagawa.lg.jp/noshi/,,,,,,,,,,,,Takamatsu,Japan,1851100,NID201200888461735
,https://ror.org/0373e2w33,Japan Public Health Association*en,active,nonprofit,日本公衆衛生協会*ja,Japan Public Health Association*en;一般財団法人日本公衆衛生協会*ja,JPHA*en,http://www.jpha.or.jp,,jpha.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200800931236
,https://ror.org/05jtnqh09,Osaka Design Center*en,active,facility,大阪デザインセンター*ja,Osaka Design Center*en;一般財団法人大阪デザインセンター*ja,,https://www.osakadc.jp,,osakadc.jp,,,,,,,,,,Osaka,Japan,1853909,NID201200273364162
,https://ror.org/00jkndb94,Japan Water Agency*en,active,government,,Japan Water Agency*en;独立行政法人水資源機構*ja,,https://www.water.go.jp,,water.go.jp,,,,,,,,,,Saitama,Japan,6940394,NID201200846025465
,https://ror.org/0189v8q85,Yame General Hospital*en,active,healthcare,Koritsu Yame Sogo Byoin*ja;コウリツ ヤメ ソウゴウ ビョウイン*ja,Yame General Hospital*en;公立八女総合病院*ja,,https://hosp-yame.jp/hospital/,,,,,,,,,,,,Yame,Japan,11611476,NID201200597085600
,https://ror.org/033wde937,Fussa Hospital*en,active,healthcare,Koritsu Fussa Byoin*ja;コウリツ フッサ ビョウイン*ja,Fussa Hospital*en;公立福生病院*ja,,https://www.fussahp.jp,,fussahp.jp,,,,,,,,,,Fussa,Japan,1907148,NID201200623854604
,https://ror.org/01f8dzj77,Kuwana City Medical Center*en,active,healthcare,桑名市総合医療センター*ja,Kuwana City Medical Center*en;地方独立行政法人桑名市総合医療センター*ja,,https://www.kuwanacmc.or.jp,,kuwanacmc.or.jp,,,,,,,,,,Wakayama,Japan,1926004,NID201200674893209
,https://ror.org/05dbskv62,PL Hospital*en,active,healthcare,,PL Hospital*en;医療法人宝生会PL病院*ja,,https://www.plhospital.or.jp,,plhospital.or.jp,,,,,,,,,,Tondabayashi,Japan,1850034,NID201200470799073
,https://ror.org/04e4qr749,Japan Environment Association*en,active,nonprofit,日本環境協会*ja,Japan Environment Association*en;公益財団法人日本環境協会*ja,JEA*en,https://www.jeas.or.jp,,jeas.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200927085641
,https://ror.org/049dv0m11,Mutsu General Hospital*en,active,healthcare,Mutsu Sogo Byoin*ja;ムツ ソウゴウ ビョウイン*ja,Mutsu General Hospital*en;むつ総合病院*ja,,https://www.hospital-mutsu.or.jp,,hospital-mutsu.or.jp,,,,,,,,,,Mutsu,Japan,2127878,NID201200356897659
,https://ror.org/023ss7c43,"Tokushima Agriculture, Forestry and Fisheries Technology Support Center*en",active,facility,Tokushima Kenritsu Norin Suisan Sogo Gijutsu Shien Senta*ja;トクシマ ケンリツ ノウリン スイサン ソウゴウ ギジュツ シエン センター*ja,"Tokushima Agriculture, Forestry and Fisheries Technology Support Center*en;徳島県立農林水産総合技術支援センター*ja",,https://www.pref.tokushima.lg.jp/tafftsc/,,,,,,,,,,,,Ishii,Japan,1861400,NID201200787134831
,https://ror.org/02g5mge27,Nishiwaki Municipal Hospital*en,active,healthcare,Nishiwaki Shiritsu Nishiwaki Byoin*ja;ニシワキ シリツ ニシワキ ビョウイン*ja,Nishiwaki Municipal Hospital*en;西脇市立西脇病院*ja,,https://www.city.nishiwaki.lg.jp/hospital/index.html,,,,,,,,,,,,Nishiwaki,Japan,1855134,NID201200735999350
,https://ror.org/05ajree11,Kohka Public Hospital*en,active,healthcare,公立甲賀病院*ja,Kohka Public Hospital*en;地方独立行政法人公立甲賀病院*ja,,https://www.kohka-hp.or.jp,,kohka-hp.or.jp,,,,,,,,,,Kōka,Japan,6822117,NID201200047823992
,https://ror.org/00hb4j726,Yokohama Environmental Science Research Institute*en,active,facility,ヨコハマシ カンキョウ カガク ケンキュウジョ*ja;Yokohamashi Kankyo Kagaku Kenkyujo*ja,Yokohama Environmental Science Research Institute*en;横浜市環境科学研究所*ja,,https://www.city.yokohama.lg.jp/kurashi/machizukuri-kankyo/kankyohozen/kansoku/science/,,,,,,,,,,,,Yokohama,Japan,1848354,NID201200489615070
,https://ror.org/00brrcj79,Nagano Animal Industry Experiment Station*en,active,facility,Naganoken Chikusan Shikenjo*ja;ナガノケン チクサン シケンジョウ*ja,Nagano Animal Industry Experiment Station*en;長野県畜産試験場*ja,,https://www.pref.nagano.lg.jp/chikusanshiken/,,,,,,,,,,,,Shiojiri,Japan,1852003,NID201200739030642
,https://ror.org/00qsrmq07,"Japan Railway Construction, Transport and Technology Agency*en",active,government,,"Japan Railway Construction, Transport and Technology Agency*en;独立行政法人鉄道建設・運輸施設整備支援機構*ja",JRTT*en,https://www.jrtt.go.jp,,jrtt.go.jp,,,,,,,,,,Yokohama,Japan,1848354,NID201200693805753
,https://ror.org/0244p6188,Okinawa Prefectural Plant Protection Center*en,active,facility,Okinawaken Byogaichu Bojo Gijutsu Senta*ja;オキナワケン ビョウガイチュウ ボウジョ ギジュツ センター*ja,Okinawa Prefectural Plant Protection Center*en;沖縄県病害虫防除技術センター*ja,,https://www.pref.okinawa.jp/shigoto/nogyo/1010700/index.html,,,,,,,,,,,,Naha,Japan,1856035,NID201200404997407
,https://ror.org/01nf7g970,Aiseikai Yamashina Hospital*en,active,healthcare,,Aiseikai Yamashina Hospital*en;一般社団法人愛生会山科病院*ja,,https://www.aiseikaihp.or.jp,,aiseikaihp.or.jp,,,,,,,,,,Kyoto,Japan,1857910,NID201200672676880
,https://ror.org/00msgqq02,Steel Memorial Muroran Hospital*en,active,healthcare,,Steel Memorial Muroran Hospital*en;社会医療法人製鉄記念室蘭病院*ja,,https://www.nshp-muroran.or.jp,,nshp-muroran.or.jp,,,,,,,,,,Muroran,Japan,2129101,NID201200760265860
,https://ror.org/03w63ta28,Kato Ladies Clinic*en,active,healthcare,,Kato Ladies Clinic*en;加藤レディスクリニック*ja,,https://www.towako-kato.com,,towako-kato.com,,,,,,,,,,Tokyo,Japan,1850147,NID201200841249963
,https://ror.org/0044png46,Tottori Agricultural Experiment Station*en,active,facility,Tottoriken Nogyo Shikenjo*ja;トットリケン ノウギョウ シケンジョウ*ja,Tottori Agricultural Experiment Station*en;鳥取県農業試験場*ja,,https://www.pref.tottori.lg.jp/nogyoshiken/,,,,,,,,,,,,Tottori,Japan,1849892,NID201200083758090
,https://ror.org/01grym831,"Shikoku University, Junior College*en",active,education,Shikoku Daigaku Tanki Daigakubu*ja;シコク ダイガク タンキ ダイガクブ*ja,"Shikoku University, Junior College*en;四国大学短期大学部*ja",,https://www.shikoku-u.ac.jp/academics/junior/,,,,,,,,,,,,Tokushima,Japan,1850158,NID201200211933021
,https://ror.org/05nn4ph13,Hata Kenmin Hospital*en,active,healthcare,,Hata Kenmin Hospital*en;高知県立幡多けんみん病院*ja,,https://www.pref.kochi.lg.jp/hata/,,,,,,,,,,,,Sukumo,Japan,1851462,NID201200568582521
,https://ror.org/05kpa2035,Industrial Research Institute of Niigata Prefecture*en,active,facility,Niigataken Kogyo Gijutsu Sogo Kenkyujo*ja;ニイガタケン コウギョウ ギジュツ ソウゴウ ケンキュウジョ*ja,Industrial Research Institute of Niigata Prefecture*en;新潟県工業技術総合研究所*ja,,https://www.pref.niigata.lg.jp/site/iri/,,,,,,,,,,,,Niigata,Japan,1855431,NID201200355732016
,https://ror.org/02mpa7586,Yamanashi Gakuin Junior College*en,active,education,ヤマナシ ガクイン タンキ ダイガク*ja;Yamanashi Gakuin Tanki Daigaku*ja,Yamanashi Gakuin Junior College*en;山梨学院短期大学*ja,,https://www.ygjc.ac.jp,,ygjc.ac.jp,,,,,,,,,,Kofu,Japan,1859096,NID201200415992729
,https://ror.org/05kapbh20,Niigata Prefectural Government*en,active,government,,Niigata Prefectural Government*en;新潟県庁*ja,,https://www.pref.niigata.lg.jp,,,,,,,,,,,,Niigata,Japan,1855431,NID201200569773445
,https://ror.org/05vsgas81,Nagoya City Institute For Environmental Sciences*en,active,facility,ナゴヤシ カンキョウ カガク チョウサ センター*ja;Nagoyashi Kankyo Kagaku Chosa Senta*ja,Nagoya City Institute For Environmental Sciences*en;名古屋市環境科学調査センター*ja,,https://www.city.nagoya.jp/kurashi/category/19-21-1-0-0-0-0-0-0-0.html,,,,,,,,,,,,Nagoya,Japan,1856057,NID201200500205226
,https://ror.org/032rjhh75,Nagano Fruit Tree Experiment Station*en,active,facility,Naganoken Kaju Shikenjo*ja;ナガノケン カジュ シケンジョウ*ja,Nagano Fruit Tree Experiment Station*en;長野県果樹試験場*ja,,https://www.pref.nagano.lg.jp/kajushiken/,,,,,,,,,,,,Nagano,Japan,1856215,NID201200542369403
,https://ror.org/03psq8c32,Iwaki City Medical Center*en,active,healthcare,イワキシ イリョウ センター*ja;Iwakishi Iryo Senta*ja,Iwaki City Medical Center*en;いわき市医療センター*ja,,https://iwaki-city-medical-center.jp,,iwaki-city-medical-center.jp,,,,,,,,,,Iwaki,Japan,2112539,NID201200149041043
,https://ror.org/0183te774,The Institute of Statistical Research*en,active,facility,統計研究会*ja;Institute of Statistical Research*en,The Institute of Statistical Research*en;一般財団法人統計研究会*ja,,https://www.zai-keicho.or.jp,,zai-keicho.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200917371884
,https://ror.org/006m32489,Hyogo Prefectural Government*en,active,government,,Hyogo Prefectural Government*en;兵庫県庁*ja,,https://web.pref.hyogo.lg.jp,,,,,,,,,,,,Kobe,Japan,1859171,NID201200191709210
,https://ror.org/02p1mzj94,National Statistics Center*en,active,facility,,National Statistics Center*en;独立行政法人統計センター*ja,,https://www.nstac.go.jp,,nstac.go.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200403996539
,https://ror.org/007j3xx12,Jikei University of Health Care Sciences*en,active,education,,Jikei University of Health Care Sciences*en;滋慶医療科学大学*ja,,https://www.juhs.ac.jp,,juhs.ac.jp,,,,,,,,,,Osaka,Japan,1853909,NID201200215254896
,https://ror.org/052kp6r10,Saka General Hospital*en,active,healthcare,宮城厚生協会坂総合病院*ja,Saka General Hospital*en;公益財団法人宮城厚生協会坂総合病院*ja,,https://www.m-kousei.com/saka/,,,,,,,,,,,,Shiogama,Japan,2111049,NID201200649079522
,https://ror.org/028p89q89,North Eastern Industrial Research Center of Shiga Prefecture*en,active,facility,Shigaken Tohokubu Kogyo Gijutsu Senta*ja;シガケン トウホクブ コウギョウ ギジュツ センター*ja,North Eastern Industrial Research Center of Shiga Prefecture*en;滋賀県東北部工業技術センター*ja,,https://www.hik.shiga-irc.go.jp,,hik.shiga-irc.go.jp,,,,,,,,,,Nagahama,Japan,1856243,NID201200360202687
,https://ror.org/04a79d524,International Medical Information Center*en,active,facility,国際医学情報センター*ja,International Medical Information Center*en;一般財団法人国際医学情報センター*ja,IMIC*en,https://www.imic.or.jp,,imic.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200850012624
,https://ror.org/02t989p36,Chihaya Hospital*en,active,healthcare,,Chihaya Hospital*en;国家公務員共済組合連合会千早病院*ja,,https://chihaya-hp.kkr.or.jp,,,,,,,,,,,,Fukuoka,Japan,1863967,NID201200735466461
,https://ror.org/04p6trc94,Tsukuba Gakuen Hospital*en,active,healthcare,筑波麓仁会筑波学園病院*ja,Tsukuba Gakuen Hospital*en;一般財団法人筑波麓仁会筑波学園病院*ja,,https://gakuen-hospital.or.jp,,gakuen-hospital.or.jp,,,,,,,,,,Tsukuba,Japan,2110681,NID201200227370843
,https://ror.org/01tpx7q41,Kochi Prefectural Forest Technology Center*en,active,facility,コウチ ケンリツ シンリン ギジュツ センター*ja;Kochi Kenritsu Shinrin Gijutsu Senta*ja,Kochi Prefectural Forest Technology Center*en;高知県立森林技術センター*ja,,https://www.pref.kochi.lg.jp/soshiki/030000/030102/,,,,,,,,,,,,Kami,Japan,7405900,NID201200110247724
,https://ror.org/03gngkv54,Sapporo City Institute of Public Health*en,active,facility,サッポロシ エイセイ ケンキュウジョ*ja;Sapporoshi Eisei Kenkyujo*ja,Sapporo City Institute of Public Health*en;札幌市衛生研究所*ja,,https://www.city.sapporo.jp/eiken/,,,,,,,,,,,,Sapporo,Japan,2128295,NID201200621328260
,https://ror.org/00jakdf17,The Social Development Research Center*en,active,facility,社会開発研究センター*ja;Social Development Research Center*en,The Social Development Research Center*en;一般財団法人社会開発研究センター*ja,,https://www.sdrc.jp,,sdrc.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200192540854
,https://ror.org/03rkrnn78,Takamatsu Municipal Hospital*en,active,healthcare,タカマツ シリツ ミンナ ノ ビョウイン*ja;Takamatsu Shiritsu Minna No Byoin*ja,Takamatsu Municipal Hospital*en;高松市立みんなの病院*ja,,https://www.takamatsu-municipal-hospital.jp,,takamatsu-municipal-hospital.jp,,,,,,,,,,Takamatsu,Japan,1851100,NID201200199634192
,https://ror.org/049jaya88,Japanese Society of School Health*en,active,nonprofit,日本学校保健会*ja,Japanese Society of School Health*en;公益財団法人日本学校保健会*ja,,https://www.hokenkai.or.jp,,hokenkai.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200083053526
,https://ror.org/01t9d4c21,Tokyo Shinagawa Hospital*en,active,healthcare,,Tokyo Shinagawa Hospital*en;医療法人社団緑野会東京品川病院*ja,,,,,,,,,,,,,,Tokyo,Japan,1850147,NID201200996561534
,https://ror.org/01e87x925,The Institute of Cetacean Research*en,active,facility,Institute of Cetacean Research*en;日本鯨類研究所*ja,The Institute of Cetacean Research*en;一般財団法人日本鯨類研究所*ja,,https://www.icrwhale.org,,icrwhale.org,,,,,,,,,,Tokyo,Japan,1850147,NID201200484736417
,https://ror.org/03827k711,Chugoku Junior College*en,active,education,Chugoku Tanki Daigaku*ja;チュウゴク タンキ ダイガク*ja,Chugoku Junior College*en;中国短期大学*ja,,https://www.cjc.ac.jp,,cjc.ac.jp,,,,,,,,,,Okayama,Japan,1854383,NID201200852436840
,https://ror.org/05erkh051,Ibaraki Prefectural Government*en,active,government,,Ibaraki Prefectural Government*en;茨城県庁*ja,,https://www.pref.ibaraki.jp,,pref.ibaraki.jp,,,,,,,,,,Mito,Japan,2111901,NID201200848139025
,https://ror.org/04xfw1m83,Shingu Municipal Medical Center*en,active,healthcare,,Shingu Municipal Medical Center*en;新宮市立医療センター*ja,,http://www.hsp.shingu.wakayama.jp,,hsp.shingu.wakayama.jp,,,,,,,,,,Shingu,Japan,1847947,NID201200270864546
,https://ror.org/02je4dt23,Hyogo Prefectural Harima-Himeji General Medical Center*en,active,healthcare,,Hyogo Prefectural Harima-Himeji General Medical Center*en;兵庫県立はりま姫路総合医療センター*ja,,https://hgmc.hyogo.jp/,,hgmc.hyogo.jp,,,,,,,,,,Himeji,Japan,1862627,NID201200483576036
,https://ror.org/04vd4xz14,Shizuoka Prefectural Government*en,active,government,,Shizuoka Prefectural Government*en;静岡県庁*ja,,https://www.pref.shizuoka.jp,,pref.shizuoka.jp,,,,,,,,,,Shizuoka,Japan,1851717,NID201200043078282
,https://ror.org/05t9myw53,Nakatsugawa Municipal General Hospital*en,active,healthcare,,Nakatsugawa Municipal General Hospital*en;総合病院中津川市民病院*ja,,https://nakatsugawa-hp.jp,,nakatsugawa-hp.jp,,,,,,,,,,Nakatsugawa,Japan,1855753,NID201200393901612
,https://ror.org/00vbp6334,Tokyo Bay Rehabilitation Hospital*en,active,healthcare,東京湾岸リハビリテーション病院*ja,Tokyo Bay Rehabilitation Hospital*en;医療法人社団保健会東京湾岸リハビリテーション病院*ja,,https://wanreha.net,,wanreha.net,,,,,,,,,,Narashino,Japan,11612347,NID201200330054634
,https://ror.org/019vk3e29,Kyushu Environmental Evaluation Association*en,active,nonprofit,九州環境管理協会*ja,Kyushu Environmental Evaluation Association*en;一般財団法人九州環境管理協会*ja,,https://keea.or.jp,,keea.or.jp,,,,,,,,,,Fukuoka,Japan,1863967,NID201200036327887
,https://ror.org/0545mcb72,Miyagi Prefectural Institute of Agriculture and Horticulture*en,active,facility,,Miyagi Prefectural Institute of Agriculture and Horticulture*en;宮城県農業・園芸総合研究所*ja,,https://www.pref.miyagi.jp/soshiki/res_center/,,,,,,,,,,,,Natori,Japan,2111669,NID201200168180150
,https://ror.org/01dj4ez18,Okayama City General Medical Center*en,active,healthcare,岡山市立総合医療センター*ja,Okayama City General Medical Center*en;地方独立行政法人岡山市立総合医療センター*ja,,https://okayama-gmc.or.jp,,okayama-gmc.or.jp,,,,,,,,,,Okayama,Japan,1854383,NID201200598055327
,https://ror.org/0499gg586,Nagasaki Prefectural Government*en,active,government,,Nagasaki Prefectural Government*en;長崎県庁*ja,,https://www.pref.nagasaki.jp,,pref.nagasaki.jp,,,,,,,,,,Nagasaki,Japan,1856177,NID201200623090763
,https://ror.org/03rp86n04,Japan Society for the Promotion of Machine Industry*en,active,nonprofit,機械振興協会*ja,Japan Society for the Promotion of Machine Industry*en;一般財団法人機械振興協会*ja,JSPMI*en,http://www.jspmi.or.jp,,jspmi.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200250069103
,https://ror.org/018402t03,The Iron and Steel Institute of Japan*en,active,facility,Iron and Steel Institute of Japan*en;日本鉄鋼協会*ja,The Iron and Steel Institute of Japan*en;一般社団法人日本鉄鋼協会*ja,,https://www.isij.or.jp,,isij.or.jp,,,,,,,,,,Tokyo,Japan,1850147,NID201200141048053
