html_url,html_url,names.types.ror_display,status,types,names.types.alias,names.types.label,names.types.acronym,links.type.website,links.type.wikipedia,domains,established,external_ids.type.fundref.all,external_ids.type.fundref.preferred,external_ids.type.grid.all,external_ids.type.grid.preferred,external_ids.type.isni.all,external_ids.type.isni.preferred,external_ids.type.wikidata.all,external_ids.type.wikidata.preferred,city,country,locations.geonames_id
,https://ror.org/02wmzkm85,Historical Association of Northern Karelia*en,active,other,,Historical Association of Northern Karelia*en; Pohjois-Karjalan historiallinen yhdistys*fi,,http://pro.tsv.fi/pkhy/,,,1975,,,,,,,Q121598286,Q121598286,Joensuu,Finland,655808
,https://ror.org/00k5kwq11,Nordic Association of Agricultural Scientists Finland*en,active,other,NJF Finland*en; NJF (Nordic Association of Agricultural Scientists) Finland*en,"Nordic Association of Agricultural Scientists Finland*en; Pohjoismaiden Maataloustutkijain Yhdistys, Suomen osasto*fi; Nordiska Jordbruksforskares Förening, Finska avdelningen*sv",,https://www.njf.nu,,njf.nu,1918,,,,,,,,,Jokioinen,Finland,655692
,https://ror.org/03nr5t347,"Pohjoismaiden tie- ja liikennefoorumi (PTL), Suomen osasto*fi",active,other,"Pohjoismaiden tie- ja liikennefoorumi, Suomen osasto*fi; Nordiskt vägforum, finska avdelningen*sv","Pohjoismaiden tie- ja liikennefoorumi (PTL), Suomen osasto*fi; Nordiskt vägforum (NVF), finska avdelningen*sv",PTL*fi,https://www.nvfnorden.org,,nvfnorden.org,1935,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/04cw3a069,Historical Association of Northern Finland*en,active,other,,Historical Association of Northern Finland*en; Pohjois-Suomen Historiallinen Yhdistys*fi; Norra Finlands Historiska Förening*sv,,https://www.pshy.fi,,pshy.fi,1976,,,,,,,Q121598285,Q121598285,Rovaniemi,Finland,638936
,https://ror.org/0079aq025,Geographical Society of Northern Finland*en,active,other,,Geographical Society of Northern Finland*en; Pohjois-Suomen Maantieteellinen Seura*fi,,https://www.oulu.fi/maantiede/psms,,,1963,,,,,,,Q121598281,Q121598281,Oulu,Finland,643492
,https://ror.org/004z9ct79,Finnish Society for Political Economy Research*en,active,other,,Finnish Society for Political Economy Research*en; Poliittisen talouden tutkimuksen seura*fi; Sällskapet för studier i politisk ekonomi*sv,,https://www.poliittinentalous.fi,,poliittinentalous.fi,2013,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/02s578v81,Porthan-Seura*en,active,other,,Porthan-Seura*en; Porthan Sällskapet*sv,,https://www.protsv.fi/porthan-seura,,,1936,,,,,,,,,Turku,Finland,633679
,https://ror.org/02cxa6j83,The Finnish Association of Communication and Social Interaction*en,active,other,Finnish Association of Communication and Social Interaction*en,The Finnish Association of Communication and Social Interaction*en; Prologos ry*fi,,https://www.prologos.fi,,prologos.fi,1989,,,,,,,,,Jyväskylä,Finland,655194
,https://ror.org/00vedpd88,Finnish Association for Psychedelic Research*en,active,other,,Finnish Association for Psychedelic Research*en; Psykedeelitutkimusyhdistys ry*fi; Föreningen för psykedelisk vetenskap i Finland*sv,,https://psyty.fi,,psyty.fi,2016,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05ma24182,Finnish Association of Speech and Language Research*en,active,other,,Finnish Association of Speech and Language Research*en; Puheen ja kielen tutkimuksen yhdistys*fi; Finsk förening för tal- och språkforskning*sv,,https://www.puhejakieli.fi,,puhejakieli.fi,1963,,,,,,,Q121598164,Q121598164,Helsinki,Finland,658225
,https://ror.org/05dthq022,Rajapinta Association of Digital Social Sciences*en,active,other,,Rajapinta Association of Digital Social Sciences*en; Rajapinta ry - Digitaalisten yhteiskuntatieteiden yhdistys*fi; Rajapinta förening för digitala samhällsvetenskaper*sv,,https://www.rajapinta.co,,rajapinta.co,2017,,,,,,,Q121598309,Q121598309,Helsinki,Finland,658225
,https://ror.org/00pybm724,The Finnish Society of Built Environment Research*en,active,other,Finnish Society of Built Environment Research*en,The Finnish Society of Built Environment Research*en; Rakennetun Ympäristön Tutkimuksen Seura ry*fi; Finska Sällskapet för Forskning om Byggd Miljö*sv,,https://ryts.fi,,ryts.fi,1926,,,,,,,Q121598257,Q121598257,Helsinki,Finland,658225
,https://ror.org/02jx36x09,Rakennustaiteen Seura*fi,active,other,,Rakennustaiteen Seura*fi; Samfundet för byggnadskonst*sv,,https://www.rakennustaiteenseura.fi,,rakennustaiteenseura.fi,1955,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05g84qt54,Rakennustietosäätiö RTS*fi,active,other,,Building Information Foundation RTS*en; Rakennustietosäätiö RTS*fi; Bygginformationsstiftelsen RTS*sv,RTS*fi,https://www.rts.fi,,rts.fi,1972,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/04wpdxp21,Finnish Association for Structural Mechanics*en,active,other,,Finnish Association for Structural Mechanics*en; Rakenteiden Mekaniikan Seura*fi; Konstruktionsmekaniska föreningen i Finland*sv; Gesellschaft für Technische Mechanik in Finnland*de,,http://rmseura.tkk.fi,,rmseura.tkk.fi,1970,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/018jssn45,Saksalainen kirjastoyhdistys - Tyska biblioteksföreningen*fi,active,other,,Saksalainen kirjastoyhdistys - Tyska biblioteksföreningen*en; Deutscher Bibliotheksverein*de,,https://www.deutsche-bibliothek.org,,deutsche-bibliothek.org,1955,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/02npt7q41,Finnish Connective Tissue Society*en,active,other,,Finnish Connective Tissue Society*en; Sidekudostutkijat*en; Bindvävsforskare*sv,,https://www.sidekudostutkijat.fi,,sidekudostutkijat.fi,1973,,,,,,,Q121598177,Q121598177,Helsinki,Finland,658225
,https://ror.org/01xzez183,Finnish Skeptics' Association*en,active,other,,Finnish Skeptics' Association*en; Skepsis ry*en,,https://www.skepsis.fi,,skepsis.fi,1987,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/00jf9gy22,"Biochemical, Biophysical and Microbiological Society of Finland*en",active,other,,"Biochemical, Biophysical and Microbiological Society of Finland*en; Societas biochemica, biophysica et microbiologica Fenniae*en",,https://www.biobio.org,,biobio.org,1945,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/050d7te68,Finnish Gerontological Society*en,active,other,,Finnish Gerontological Society*en; Societas Gerontologica Fennica*en; Finska Gerontologiska Föreningen*sv,,https://sgf.yhdistysavain.fi,,sgf.yhdistysavain.fi,1948,,,,,,,Q121598183,Q121598183,Helsinki,Finland,658225
,https://ror.org/001jpbm58,Finnish Social and Health Informatics Association*en,active,other,,Finnish Social and Health Informatics Association*en; Sosiaali- ja terveydenhuollon tietojenkäsittely -yhdistys*fi; Förening för informationsbehandling inom social- och hälsovården*sv,,https://www.stty.org,,stty.org,1974,,,,,,,Q121598213,Q121598213,Helsinki,Finland,658225
,https://ror.org/01kzmqa32,Society of Social Medicine in Finland*en,active,other,,Society of Social Medicine in Finland*en; Sosiaalilääketieteen yhdistys*fi; Socialmedicinska föreningen*sv,,https://www.socialmedicine.fi,,socialmedicine.fi,1968,,,,,,,Q121598326,Q121598326,Helsinki,Finland,658225
,https://ror.org/01te3fg67,Social Policy Association in Finland*en,active,other,,Social Policy Association in Finland*en; Sosiaalipoliittinen yhdistys*fi; Socialpolitiska föreningen*sv,,https://www.sosiaalipoliittinenyhdistys.fi,,sosiaalipoliittinenyhdistys.fi,1909,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/019wcsf72,Finnish Society of Social Work Research*en,active,other,,Finnish Society of Social Work Research*en; Sosiaalityön tutkimuksen seura*fi; Föreningen för forskning i socialt arbete*sv,,https://www.sosiaalityontutkimuksenseura.fi,,sosiaalityontutkimuksenseura.fi,1998,,,,,,,Q121598269,Q121598269,Helsinki,Finland,658225
,https://ror.org/02avk1n91,The Åland Islands Peace Institute Foundation*en,active,other,Åland Islands Peace Institute Foundation*en,The Åland Islands Peace Institute Foundation*en; Stiftelsen Ålands fredsinstitut sr*fi; Ahvenanmaan rauhaninstituutti*fi,,http://www.peace.ax,,peace.ax,1992,,,,,,,,,Maarianhamina,Finland,3041732
,https://ror.org/02ny3y993,Association for Gender Studies in Finland*en,active,other,Sällskapet för genusforskning*sv,Association for Gender Studies in Finland*en; Sukupuolentutkimuksen seura*fi; Sällskapet för genusforskning (SUNS)*sv,,https://sukupuolentutkimus.fi,,sukupuolentutkimus.fi,1988,,,,,,,Q121598130,Q121598130,Helsinki,Finland,658225
,https://ror.org/059sy2c11,Finnish Lawyers' Association*en,active,other,,Finnish Lawyers' Association*en; Suomalainen Lakimiesyhdistys*fi,,https://www.lakimiesyhdistys.fi,,lakimiesyhdistys.fi,1898,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/01j9kcg62,Finnish Theological Literature Society*en,active,other,,Finnish Theological Literature Society*en; Suomalainen Teologinen Kirjallisuusseura*fi; Finnische Theologische Literaturgesellschaft*de,,https://pro.tsv.fi/stksj/,,,1891,,,,,0000 0000 8525 2477,0000 0000 8525 2477,Q121598275,Q121598275,Helsinki,Finland,658225
,https://ror.org/05s40xr45,Finnish Death Studies Association*en,active,other,,Finnish Death Studies Association*en; Suomalaisen Kuolemantutkimuksen Seura ry*fi; Sällskapet för Finländsk Dödsforskning*sv,,https://kuolemantutkimus.fi,,kuolemantutkimus.fi,2011,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/04zbz6283,The Finnish Chemical Society*en,active,other,Finnish Chemical Society*en,The Finnish Chemical Society*en; Suomalaisten Kemistien Seura*fi,,https://www.suomalaistenkemistienseura.fi,,suomalaistenkemistienseura.fi,1919,,,,,0000 0001 0945 8729,0000 0001 0945 8729,Q18690890,Q18690890,Helsinki,Finland,658225
,https://ror.org/05r8e2384,Finno-Ugrian Society*en,active,other,,Finno-Ugrian Society*en; Suomalais-Ugrilainen Seura*fi; Finsk-Ugriska Sällskapet*sv; Société Finno-Ougrienne*fr; Finnisch-Ugrische Gesellschaft*de; Suoma-Ugralaš Searvi*fi,,https://www.sgr.fi,,sgr.fi,1883,,,,,0000 0001 1090 6816,0000 0001 1090 6816,Q3055522,Q3055522,Helsinki,Finland,658225
,https://ror.org/048sx3416,Finnish Society for Eighteenth-Century Studies*en,active,other,,Finnish Society for Eighteenth-Century Studies*en; Suomen 1700-luvun tutkimuksen seura*fi; Finska sällskapet för 1700-talsstudier*sv; Société finlandaise d'étude du dix-huitième siècle*fr,,https://1700.fi,,1700.fi,2001,,,,,,,Q121598224,Q121598224,Helsinki,Finland,658225
,https://ror.org/04qt2fv43,Finnish Research Association for Subject Didactics*en,active,other,,Finnish Research Association for Subject Didactics*en; Suomen ainedidaktinen tutkimusseura*fi; Samfundet för Ämnesdidaktisk Forskning i Finland*sv,,https://www.ainedidaktiikka.fi,,ainedidaktiikka.fi,2011,,,,,,,Q121598211,Q121598211,Helsinki,Finland,658225
,https://ror.org/04bbst665,Brain Research Society of Finland*en,active,other,,Brain Research Society of Finland*en; Suomen Aivotutkimusseura*fi; Föreningen för hjärnforskning i Finland*sv,,https://www.brsf.org,,brsf.org,1973,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/019j4rz03,Actuarial Society of Finland*en,active,other,,Actuarial Society of Finland*en; Suomen Aktuaariyhdistys ry*fi; Finlands Aktuarieförening*sv,,https://www.actuary.fi,,actuary.fi,1922,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05xv69974,Finnish Anthropological Society*en,active,other,,Finnish Anthropological Society*en; Suomen Antropologinen Seura*fi; Antropologiska Sällskapet i Finland*sv,,https://www.antropologinenseura.fi,,antropologinenseura.fi,1975,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/03q9kea04,Archaeoastronomical Society of Finland*en,active,other,,Archaeoastronomical Society of Finland*en; Suomen arkeoastronominen seura ry*fi; Arkeoastronomiska sällskap i Finland rf*sv,,https://www.arkeoastronomia.fi,,arkeoastronomia.fi,2015,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/00fvf0r45,Archaeological Society of Finland*en,active,other,,Archaeological Society of Finland*en; Suomen Arkeologinen Seura*fi; Arkeologiska sällskapet i Finland*sv; Finnische archäologische Gesellschaft*de,,http://www.sarks.fi,,sarks.fi,1982,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/02ekjvb96,Finnish Association of Architects*en,active,other,Finlands Arkitektförbund*sv,Finnish Association of Architects*en; Suomen Arkkitehtiliitto*fi; Finlands Arkitektförbund (SAFA)*sv; Finnlands Architektenverband*de; Association des Architectes de Finlande*fr,SAFA*fi,https://www.safa.fi,,safa.fi,1892,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/04p68c221,Finnish Evaluation Society (SAYFES)*en,active,other,Finnish Evaluation Society*en,Finnish Evaluation Society (SAYFES)*en; Suomen Arviointiyhdistys ry*fi,SAYFES*fi,https://www.sayfes.fi,,sayfes.fi,1999,,,,,,,Q121598181,Q121598181,Helsinki,Finland,658225
,https://ror.org/048kh8m41,Foundation of the Finnish Institute at Athens*en,active,other,,Foundation of the Finnish Institute at Athens*en; Suomen Ateenan-instituutin säätiö*fi; Stiftelsen för Finlands Atheninstitut*sv; To Idryma tou Finlandikou Institoutou Athenon*cs,,https://www.finninstitute.gr/saatio,,,1983,,,,,,,Q121598279,Q121598279,Helsinki,Finland,658225
,https://ror.org/0356g0571,Finnish Nuclear Society*en,active,other,,Finnish Nuclear Society*en; Suomen Atomiteknillinen Seura*fi; Atomtekniska Sällskapet i Finland*sv,,https://www.ats-fns.fi,,ats-fns.fi,1966,,,,,,,Q121598195,Q121598195,Helsinki,Finland,658225
,https://ror.org/008300504,Finnish Association for Modernism and Avant-garde (FAM)*en,active,other,Finnish Association for Modernism and Avant-garde*en,Finnish Association for Modernism and Avant-garde (FAM)*en; Suomen avantgarden ja modernismin seura*fi; Finlands sällskap för avantgarde och modernism*sv; La Société finlandaise d’étude de l’avantgarde et du modernisme*fr,FAM*fi,https://finnishavantgardenetwork.com,,finnishavantgardenetwork.com,2018,,,,,,,Q121598150,Q121598150,Helsinki,Finland,658225
,https://ror.org/00an8nd29,Concrete Association of Finland*en,active,other,,Concrete Association of Finland*en; Suomen Betoniyhdistys*fi; Betongföreningen i Finland*sv; Association Finlandaise du Béton*fr; Finnischer Betonverein*de,,https://www.betoniyhdistys.fi,,betoniyhdistys.fi,1925,,,,,,,Q121598133,Q121598133,Helsinki,Finland,658225
,https://ror.org/03ewzsb32,Biological Society of Finland Vanamo*en,active,other,,Biological Society of Finland Vanamo*en; Suomen Biologian Seura Vanamo*fi,,https://www.vanamo.fi,,vanamo.fi,1896,,,,,0000 0001 1087 9168,0000 0001 1087 9168,Q11900339,Q11900339,Helsinki,Finland,658225
,https://ror.org/00cexft48,Finnish Society of Biostatistics*en,active,other,,Finnish Society of Biostatistics*en; Suomen Biostatistiikan Seura*fi; Biostatistiska Föreningen i Finland*sv,,http://www.biostatistiikanseura.org,,biostatistiikanseura.org,1987,,,,,,,Q121598256,Q121598256,Helsinki,Finland,658225
,https://ror.org/05r2y6w07,Finnish Egyptological Society*en,active,other,,Finnish Egyptological Society*en; Suomen Egyptologinen Seura*fi; Egyptologiska Sällskapet i Finland*sv; Société d' Egyptologie de Finlande*fr,,https://www.egyptologinenseura.fi,,egyptologinenseura.fi,1969,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/018gvvj12,Finnish Exegetical Society*en,active,other,,Finnish Exegetical Society*en; Suomen Eksegeettinen Seura*fi; Finnische Exegetische Gesellschaft*de,,https://blogs.helsinki.fi/eksegeettinen-seura/,,,1938,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05sgk3765,Finnish Society for Cinema Studies*en,active,other,,Finnish Society for Cinema Studies*en; Suomen Elokuvatutkimuksen Seura*fi; Sällskapet för Filmforskning i Finland*sv,,https://sets.wordpress.com,,,1985,,,,,,,Q121598220,Q121598220,Turku,Finland,633679
,https://ror.org/05jtaec51,Finnish Veterinary Association*en,active,other,,Finnish Veterinary Association*en; Suomen Eläinlääkäriliitto*fi; Finlands Veterinärförbund*sv,,https://www.sell.fi,,sell.fi,1892,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05j15gc95,Finnish Animal Rights Law Society*en,active,other,,Finnish Animal Rights Law Society*en; Suomen eläinoikeusjuristit ry*fi; Finlands Djurrättsjurister rf*sv,,https://elaintenvuoro.fi,,elaintenvuoro.fi,2018,,,,,,,,,Turku,Finland,633679
,https://ror.org/0426mg969,Finnish Epidemiological Society*en,active,other,,Finnish Epidemiological Society*en; Suomen epidemiologian seura*fi; Finska Epidemiologiska Sällskapet*sv,,http://www.finepi.org,,finepi.org,2000,,,,,,,Q121598179,Q121598179,Helsinki,Finland,658225
,https://ror.org/04gaaws65,Finnish Society for Aesthetics*en,active,other,,Finnish Society for Aesthetics*en; Suomen Estetiikan Seura*fi; Sällskapet för Estetik i Finland*sv,,http://www.estetiikka.fi,,estetiikka.fi,1972,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/05py4xf09,Association of Finnish Ethnologists Ethnos*en,active,other,,Association of Finnish Ethnologists Ethnos*en; Suomen etnologien yhdistys Ethnos ry*fi; Finlands etnologförening Ethnos*sv,,https://www.ethnosry.org,,ethnosry.org,1972,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/032drvw38,Finnish Society for Ethnomusicology*en,active,other,,Finnish Society for Ethnomusicology*en; Suomen Etnomusikologinen Seura*fi; Finska musiketnologiska sällskapet*sv,,https://www.etnomusikologia.fi,,etnomusikologia.fi,1974,,,,,,,Q121598230,Q121598230,Helsinki,Finland,658225
,https://ror.org/045vs8r92,Finnish European Studies Association*en,active,other,,Finnish European Studies Association*en; Suomen Eurooppa-tutkimuksen seura ry*fi; Finska Föreningen för Europaforskning*sv,,http://www.helsinki.fi/fesa/,,,1994,,,,,,,Q121598180,Q121598180,Helsinki,Finland,658225
,https://ror.org/0527z9404,Finnish Pharmacological Society*en,active,other,Suomen Farmakologiyhdistys*fi,Finnish Pharmacological Society*en; Suomen Farmakologiyhdistys (SFY)*fi,SFY*fi,https://www.sfy.fi,,sfy.fi,1948,,,,,,,Q121598202,Q121598202,Helsinki,Finland,658225
,https://ror.org/02hv7zh11,Finnish Pharmaceutical Society*en,active,other,,Finnish Pharmaceutical Society*en; Suomen farmaseuttinen yhdistys*fi; Farmaceutiska föreningen i Finland*sv; Pharmazeutische Gesellschaft in Finnland*de,,https://pro.tsv.fi/finpharmsociety/,,,1887,,,,,,,Q121598201,Q121598201,Helsinki,Finland,658225
,https://ror.org/00edjt083,Finnish Society for Philosophy and Phenomenological Research*en,active,other,,Finnish Society for Philosophy and Phenomenological Research*en; Suomen filosofian ja fenomenologisen tutkimuksen seura SFFS*fi; Societas philosophica et phaenomenologica Finlandiae*la; Finnische Gesellschaft für Philosophie und Phänomenologische Forschung*de,,https://www.sffs.fi,,sffs.fi,1962,,,,,,,Q121598241,Q121598241,Turku,Finland,633679
,https://ror.org/00mjajb45,Philosophical Society of Finland*en,active,other,,Philosophical Society of Finland*en; Suomen Filosofinen Yhdistys*fi; Filosofiska Föreningen i Finland*sv; Societas Philosophica Fennica*la,,https://www.filosofinenyhdistys.fi,,filosofinenyhdistys.fi,1873,,,,,,,Q121598304,Q121598304,Helsinki,Finland,658225
,https://ror.org/02vqg0r45,Photonics Finland*en,active,other,,Photonics Finland*en; Suomen fotoniikan seura*fi,,https://www.photonics.fi,,photonics.fi,1996,,,,,,,Q121598305,Q121598305,Espoo,Finland,660158
,https://ror.org/00010f167,Finnish Physiological Society*en,active,other,,Finnish Physiological Society*en; Suomen Fysiologiyhdistys*fi; Societas Physiologica Finlandiae*la,,https://sfy.yhdistysavain.fi,,sfy.yhdistysavain.fi,1961,,,,,,,Q121598204,Q121598204,Helsinki,Finland,658225
,https://ror.org/02da6vx63,Finnish Physical Society*en,active,other,,Finnish Physical Society*en; Suomen Fyysikkoseura*fi; Finlands Fysikerförening*sv,,https://www.fyysikkoseura.fi,,fyysikkoseura.fi,1947,,,,,,,Q121598203,Q121598203,Helsinki,Finland,658225
,https://ror.org/02zsazk32,Geological Society of Finland*en,active,other,,Geological Society of Finland*en; Suomen Geologinen Seura*fi; Geologiska Sällskapet i Finland*sv; Société Geologique de Finlande*fr,,https://www.geologinenseura.fi,,geologinenseura.fi,1886,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/00emejf86,Pattern Recognition Society of Finland*en,active,other,,Pattern Recognition Society of Finland*en; Suomen hahmontunnistustutkimuksen seura*fi,,,,,1977,,,,,,,Q121598303,Q121598303,Helsinki,Finland,658225
,https://ror.org/01j1xrv26,Heraldry Society of Finland*en,active,other,,Heraldry Society of Finland*en; Suomen Heraldinen Seura*fi; Heraldiska Sällskapet i Finland*fi; Societas Heraldica Fennica*la; Société héraldique de la Finlande*fr; Heraldische Gesellschaft in Finnland*de,,https://www.heraldica.fi,,heraldica.fi,1957,,,,,,,Q121598283,Q121598283,Helsinki,Finland,658225
,https://ror.org/03de6xz87,The Herpetological Society of Finland*en,active,other,Herpetological Society of Finland*en,The Herpetological Society of Finland*en; Suomen herpetologinen yhdistys*fi; Finlands herpetologiska förening*sv,,https://www.herpetomania.fi,,herpetomania.fi,1992,,,,,,,Q121598284,Q121598284,Helsinki,Finland,658225
,https://ror.org/02d79fk15,Finnish Historical Society*en,active,other,,Finnish Historical Society*en; Suomen Historiallinen Seura*fi; Finska Historiska Samfundet*sv; Finnische Historische Gesellschaft*de; Societas Historica Finlandiae*la,,https://www.histseura.fi,,histseura.fi,1875,,,,,0000 0000 9318 0688,0000 0000 9318 0688,Q10495591,Q10495591,Helsinki,Finland,658225
,https://ror.org/02pfgfj27,Entomological Society of Finland*en,active,other,,Entomological Society of Finland*en; Suomen Hyönteisseura ry*fi; Entomologiska föreningen i Finland rf*sv; Societas Entomologica Fennica*la,,https://www.hyonteisseura.fi,,hyonteisseura.fi,1935,,,,,,,Q121598135,Q121598135,Helsinki,Finland,658225
,https://ror.org/04s73kb35,Finnish Inverse Problems Society (FIPS)*en,active,other,Finnish Inverse Problems Society*en,Finnish Inverse Problems Society (FIPS)*en; Suomen Inversioseura*fi,FIPS*fi,https://fips.fi,,fips.fi,1998,,,,,,,Q121598187,Q121598187,Helsinki,Finland,658225
,https://ror.org/03720mc82,Finnish Oriental Society*en,active,other,,Finnish Oriental Society*en; Suomen Itämainen Seura*fi; Finska Orientsällskapet*sv; Societas Orientalis Fennica*la,,https://www.suomenitamainenseura.org,,suomenitamainenseura.org,1917,,,,,0000 0001 2194 915X,0000 0001 2194 915X,Q3504009,Q3504009,Helsinki,Finland,658225
,https://ror.org/00z06pk85,The Finnish Society for Rock Mechanics*en,active,other,Finnish Society for Rock Mechanics*en,The Finnish Society for Rock Mechanics*en; Suomen kalliomekaniikkayhdistys ry*fi; Finska bergmekanikföreningen*sv,,https://isrm.fi,,isrm.fi,2023,,,,,,,Q121598194,Q121598194,Espoo,Finland,660158
,https://ror.org/02a4e1x23,Finnish Society of International Law*en,active,other,,Finnish Society of International Law*en; Suomen Kansainvälisoikeudellinen Seura*fi,,https://www.iusgentium.fi,,iusgentium.fi,1983,,,,,,,Q121598266,Q121598266,Helsinki,Finland,658225
,https://ror.org/01v5jen27,Finnish Folklore Society*en,active,other,,Finnish Folklore Society*en; Suomen Kansantietouden Tutkijain Seura*fi; Föreningen för finsk folklivsforskning*sv; Verein für Finnische Volkskunde*de,,https://www.kansantietoudentutkijat.fi,,kansantietoudentutkijat.fi,1937,,,,,,,Q67201763,Q67201763,Joensuu,Finland,655808
,https://ror.org/03dhypm73,Cartographic Society of Finland*en,active,other,,Cartographic Society of Finland*en; Suomen Kartografinen Seura*fi,,https://www.kartogra.fi,,kartogra.fi,1957,,,,,,,Q121598131,Q121598131,Helsinki,Finland,658225
,https://ror.org/02nyy1d43,Finnish Society for the History of Education*en,active,other,,Finnish Society for the History of Education*en; Suomen kasvatuksen ja koulutuksen historian seura*fi; Föreningen för pedagogik- och utbildningshistoria i Finland*sv,,https://www.kasvhistseura.fi,,kasvhistseura.fi,1935,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/04wcsk891,Finnish Educational Research Association*en,active,other,,Finnish Educational Research Association*en; Suomen kasvatustieteellinen seura*fi; Samfundet för pedagogisk forskning i Finland*sv,,https://www.kasvatus.net,,kasvatus.net,1967,,,,,,,Q121598178,Q121598178,Helsinki,Finland,658225
,https://ror.org/039tea555,Finnish Society for Urban Studies*en,active,other,,Finnish Society for Urban Studies*en; Suomen Kaupunkitutkimuksen Seura*fi; Finländska Föreningen för Stadsforskning*sv,,https://www.kaupunkitutkimuksenseura.fi,,kaupunkitutkimuksenseura.fi,1999,,,,,,,Q121598254,Q121598254,Helsinki,Finland,658225
,https://ror.org/01zndrn87,Finnish Society for Celtic Studies*en,active,other,Finlands Keltologiska Sällskap*sv,Finnish Society for Celtic Studies*en; Suomen Keltologinen Seura*fi; Finlands Keltologiska Sällskap (SFKS)*sv,,https://sfksry.wordpress.com,,,1991,,,,,,,Q121598216,Q121598216,Helsinki,Finland,658225
,https://ror.org/00br60m67,Finnish Society for Medieval Archaeology*en,active,other,,Finnish Society for Medieval Archaeology*en; Suomen keskiajan arkeologian seura*fi; Sällskapet för medeltidsarkeologi i Finland*sv; Societas Archaeologiae Medii Aevi Finlandiae*la,,https://www.skas.fi,,skas.fi,1990,,,,,,,Q121598239,Q121598239,Turku,Finland,633679
,https://ror.org/01nrgrf58,Finnish Language Society*en,active,other,,Finnish Language Society*en; Suomen Kielen Seura*fi; Société de la langue finnoise*fr; Gesellschaft für Finnische Sprache*de,,https://www.suomenkielenseura.fi,,suomenkielenseura.fi,1929,,,,,,,Q121598190,Q121598190,Turku,Finland,633679
,https://ror.org/00wj36765,Linguistic Association of Finland*en,active,other,,Linguistic Association of Finland*en; Suomen kielitieteellinen yhdistys*fi; Språkvetenskapliga föreningen i Finland*sv,,https://www.linguistics.fi,,linguistics.fi,1977,,,,,,,,,Turku,Finland,633679
,https://ror.org/052zxv878,Finnish Association for Real Estate Valuation*en,active,other,,Finnish Association for Real Estate Valuation*en; Suomen Kiinteistöarviointiyhdistys ry*fi; Fastighetsvärderingsföreningen i Finland*sv,,https://skayry.fi,,skayry.fi,1978,,,,,,,Q121598151,Q121598151,Helsinki,Finland,658225
,https://ror.org/05f0czc43,Society for the history of book in Finland*en,active,other,,Society for the history of book in Finland*en; Suomen kirjahistoriallinen seura*fi; Bokhistoriska sällskapet i Finland*sv,,https://www.kirjahistoria.fi,,kirjahistoria.fi,1997,,,,,,,Q121598320,Q121598320,Helsinki,Finland,658225
,https://ror.org/0308ygr94,Finnish Society of Church History*en,active,other,,Finnish Society of Church History*en; Suomen kirkkohistoriallinen seura*fi; Finska kyrkohistoriska samfundetnische Gesellschaft für Kirchengeschichte*de; Societas Historiae Ecclesiasticae Fennica*la,,https://www.skhs.fi,,skhs.fi,1891,,,,,,,,,Helsinki,Finland,658225
,https://ror.org/01adp8v93,Finnish Society of Clinical Pharmacology*en,active,other,,Finnish Society of Clinical Pharmacology*en; Suomen Kliinisen Farmakologian Yhdistys*fi,,https://www.skfy.fi,,skfy.fi,1994,,,,,,,Q121598262,Q121598262,Helsinki,Finland,658225
,https://ror.org/042g71q39,Finnish Society of Clinical Chemistry*en,active,other,,Finnish Society of Clinical Chemistry*en; Suomen Kliinisen Kemian Yhdistys*fi; Föreningen för klinisk kemi i Finland*sv; Société Finlandaise de Chimie Clinique*fr,,https://www.skky.fi,,skky.fi,1946,,,,,,,Q121598261,Q121598261,Helsinki,Finland,658225
